graph_name,graph_source,num_nodes,num_edges,epsilon,top_k,top_k_ratio,exact_time,method_x,method_y,spearman
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,EXACT,SILVAN,0.7782314187008395
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,EXACT,GPU_SIR_BRIDGE,0.916218746283202
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,BP,EXACT,0.5483241070350471
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,BP,BP,1.0
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,BP,RK,0.6216819026102581
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,BP,ABRA,0.5762204822527285
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,BP,SILVAN,0.6545589032805358
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,BP,GPU_SIR_BRIDGE,0.507936318224535
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,RK,EXACT,0.5767198962706797
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,RK,BP,0.6216819026102581
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,RK,RK,1.0
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,RK,ABRA,0.5996206458841231
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,RK,SILVAN,0.6749722492804875
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,RK,GPU_SIR_BRIDGE,0.5353763568903831
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,ABRA,EXACT,0.8114492061033285
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,ABRA,BP,0.5762204822527284
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,ABRA,RK,0.599620645884123
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,ABRA,ABRA,1.0
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,ABRA,SILVAN,0.7735950889955183
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,ABRA,GPU_SIR_BRIDGE,0.7608770423099284
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,SILVAN,EXACT,0.7782314187008395
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,SILVAN,BP,0.6545589032805359
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,SILVAN,RK,0.6749722492804875
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,SILVAN,ABRA,0.7735950889955183
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,SILVAN,SILVAN,1.0
